title,source,doi
New reference values for body composition by bioelectrical impedance analysis in the general population: results from the UK Biobank,Embase - exported 15/01/19,10.1016/j.jamda.2014.03.012
"A Common Allele in FGF21 Associated with Sugar Intake Is Associated with Body Shape, Lower Total Body-Fat Percentage, and Higher Blood Pressure",Embase - exported 15/01/19,10.1016/j.celrep.2018.03.070
Comparison of Sociodemographic and Health-Related Characteristics of UK Biobank Participants With Those of the General Population,Embase - exported 15/01/19,10.1093/aje/kwx246
Clinical and Genetic Determinants of Varicose Veins,WoSCC - exported 15/01/19,10.1161/CIRCULATIONAHA.118.035584
Finding associated variants in genome-wide association studies on multiple traits,WoSCC - exported 15/01/19,10.1093/bioinformatics/bty249
The acceptability of repeat Internet-based hybrid diet assessment of previous 24-h dietary intake: administration of the Oxford WebQ in UK Biobank,Embase - exported 15/01/19,10.1017/S0007114515004821
When Is Higher Neuroticism Protective Against Death? Findings From UK Biobank,Embase - exported 15/01/19,10.1177/0956797617709813
Pleiotropy between neuroticism and physical and mental health: findings from 108 038 men and women in UK Biobank,Embase - exported 15/01/19,10.1038/tp.2016.56
Population Structure of UK Biobank and Ancient Eurasians Reveals Adaptation at Genes Influencing Blood Pressure,Embase - exported 15/01/19,10.1016/j.ajhg.2016.09.014
Estimating cross-population genetic correlations of causal effect sizes,Embase - exported 15/01/19,10.1002/gepi.22173
"Risk factors and mortality associated with multimorbidity in people with stroke or transient ischaemic attack: a study of 8,751 UK Biobank participants",PubMed - exported 15/01/19,10.15256/joc.2018.8.129
Saliva in studies of epidemiology of human disease: the UK Biobank project,Embase - exported 15/01/19,10.1111/prd.12108
Multitrait genome association analysis identifies new susceptibility genes for human anthropometric variation in the GCAT cohort,PubMed - exported 15/01/19,10.1136/jmedgenet-2018-105437
Using an atlas of gene regulation across 44 human tissues to inform complex disease- and trait-associated variation,Embase - exported 15/01/19,10.1038/s41588-018-0154-4
Bone mineral density and risk of type 2 diabetes and coronary heart disease: A Mendelian randomization study,PubMed - exported 15/01/19,10.12688/wellcomeopenres.12288.1
"5 year mortality predictors in 498,103 UK Biobank participants: a prospective population-based study",Embase - exported 15/01/19,10.1016/S0140-6736(15)60175-1
Genome-wide association analyses identify 139 loci associated with macular thickness in the UK Biobank cohort,PubMed - exported 15/01/19,10.1093/hmg/ddy422
Genome-wide association analyses identify new loci influencing intraocular pressure,Embase - exported 15/01/19,10.1093/hmg/ddy111
"Assessing potential shared genetic aetiology between body mass index and sleep duration in 142,209 individuals",Embase - exported 15/01/19,10.1002/gepi.22174
Population-based imaging biobanks as source of big data,WoSCC - exported 15/01/19,10.1007/s11547-016-0684-8
Understanding the impact of pre-analytic variation in haematological and clinical chemistry analytes on the power of association studies,Embase - exported 15/01/19,10.1093/ije/dyu127
Linkage disequilibrium-dependent architecture of human complex traits shows action of negative selection,WoSCC - exported 15/01/19,10.1038/ng.3954
Functional architecture of low-frequency variants highlights strength of negative selection across coding and non-coding annotations,Embase - exported 15/01/19,10.1038/s41588-018-0231-8
Phenome-wide heritability analysis of the UK Biobank,WoSCC - exported 15/01/19,10.1371/journal.pgen.1006711
The Shared Genetic Basis of Educational Attainment and Cerebral Cortical Morphology,PubMed - exported 15/01/19,10.1093/cercor/bhy216
Identification and replication of six new loci associated with gallstone disease,PubMed - exported 15/01/19,10.1002/hep.30313
Genetically Determined Levels of Circulating Cytokines and Risk of Stroke,PubMed - exported 15/01/19,10.1161/CIRCULATIONAHA.118.035905
Assessing the presence of shared genetic architecture between Alzheimer's disease and major depressive disorder using genome-wide association data,PubMed - exported 15/01/19,10.1038/tp.2017.49
Impact of detecting potentially serious incidental findings during multi-modal imaging,PubMed - exported 15/01/19,10.12688/wellcomeopenres.13181.3
"Evidence for genetic correlations and bidirectional, causal effects between smoking and sleep behaviours",PubMed - exported 15/01/19,10.1093/ntr/nty230
Age at menarche and adult body mass index: a Mendelian randomization study,Embase - exported 15/01/19,10.1038/s41366-018-0048-7
Age at menarche and lung function: a Mendelian randomization study,Embase - exported 15/01/19,10.1007/s10654-017-0272-9
"Older Adults With Hearing Loss Have Reductions in Visual, Motor and Attentional Functioning",PsycINFO - exported 15/01/19,10.3389/fnagi.2018.00351
Is surgical education associated with additional costs? A controlled economic study on the German DRG System for primary TKA,PubMed - exported 15/01/19,10.1055/s-0032-1328296
"Simple, standardized incorporation of genetic risk into non-genetic risk prediction tools for complex traits: coronary heart disease as an example",WoSCC - exported 15/01/19,10.3389/fgene.2014.00254
[Allocation systems in transplantation medicine: Advantages and disadvantages],PubMed - exported 15/01/19,10.1007/s00108-015-3805-x
"[Neglected, lonely and sick - the social breakdown : A special patient group in the emergency department]",Embase - exported 15/01/19,10.1007/s00063-017-0311-z
Etablierung einer klinischen Krisenintervention,Embase - exported 15/01/19,10.1007/s10049-016-0248-4
Hand classification of fMRI ICA noise components,Embase - exported 15/01/19,10.1016/j.neuroimage.2016.12.036
Genome-wide associations for benign prostatic hyperplasia reveal a genetic correlation with serum levels of PSA,WoSCC - exported 15/01/19,10.1038/s41467-018-06920-9
Disregarding hearing loss leads to overestimation of age-related cognitive decline,PsycINFO - exported 15/01/19,10.1016/j.neurobiolaging.2017.05.001
Role of Educational Exposure in the Association Between Myopia and Birth Order,Embase - exported 15/01/19,10.1001/jamaophthalmol.2015.3556
Childhood febrile illness and the risk of myopia in UK Biobank participants,Embase - exported 15/01/19,10.1038/eye.2016.7
Is There Causal Relationship of Smoking and Alcohol Consumption with Bone Mineral Density? A Mendelian Randomization Study,Embase - exported 15/01/19,10.1007/s00223-018-0452-y
Physical activity in relation to body size and composition in women in UK Biobank,Embase - exported 15/01/19,10.1016/j.annepidem.2015.01.015
Adiposity and breast cancer risk in postmenopausal women: Results from the UK Biobank prospective cohort,Embase - exported 15/01/19,10.1002/ijc.31394
Ventilatory function as a predictor of mortality in lifelong non-smokers: evidence from large British cohort studies,PubMed - exported 15/01/19,10.1136/bmjopen-2016-015381
Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure,Embase - exported 15/01/19,10.1016/j.ajhg.2018.08.004
Evaluation of shared genetic aetiology between osteoarthritis and bone mineral density identifies SMAD3 as a novel osteoarthritis risk locus,Embase - exported 15/01/19,10.1093/hmg/ddx285
Genetic contributions to Trail Making Test performance in UK Biobank,Embase - exported 15/01/19,10.1038/mp.2017.189
Cognitive ability and physical health: a Mendelian randomization study,Embase - exported 15/01/19,10.1038/s41598-017-02837-3
Shared genetic aetiology between cognitive functions and physical and mental health in UK Biobank (N=112 151) and 24 GWAS consortia,Embase - exported 15/01/19,10.1038/mp.2015.225
Genetic prediction of male pattern baldness,PubMed - exported 15/01/19,10.1371/journal.pgen.1006594
"Genetic risk for neurodegenerative disorders, and its overlap with cognitive ability and physical function",PubMed - exported 15/01/19,10.1371/journal.pone.0198187
"Social isolation and loneliness as risk factors for myocardial infarction, stroke and mortality: UK Biobank cohort study of 479 054 men and women",PubMed - exported 15/01/19,10.1136/heartjnl-2017-312663
Genome-wide meta-analyses of stratified depression in Generation Scotland and UK Biobank,PubMed - exported 15/01/19,10.1038/s41398-017-0034-1
Association of body mass index and waist-to-hip ratio with brain structure: UK Biobank study,PubMed - exported 15/01/19,10.1212/WNL.0000000000006879
Association of objectively measured physical activity with brain structure: UK Biobank study,Embase - exported 15/01/19,10.1111/joim.12772
Genome-wide association analysis of insomnia complaints identifies risk genes and genetic overlap with psychiatric and metabolic traits,WoSCC - exported 15/01/19,10.1038/ng.3888
Myocilin Gene Gln368Ter Variant Penetrance and Association With Glaucoma in Population-Based and Registry-Based Studies,Embase - exported 15/01/19,10.1001/jamaophthalmol.2018.4477
Genome-wide association study across European and African American ancestries identifies a SNP in DNMT3B contributing to nicotine dependence,Embase - exported 15/01/19,10.1038/mp.2017.193
"Examining patterns of multimorbidity, polypharmacy and risk of adverse drug reactions in chronic obstructive pulmonary disease: a cross-sectional UK Biobank study",PubMed - exported 15/01/19,10.1136/bmjopen-2017-018404
Frailty and pre-frailty in middle-aged and older adults and its association with multimorbidity and mortality: a prospective analysis of 493 737 UK Biobank participants,Embase - exported 15/01/19,10.1016/S2468-2667(18)30091-4
Molecular genetic contributions to self-rated health,Embase - exported 15/01/19,10.1093/ije/dyw219
Calcium and Vitamin D Supplementation Are Not Associated With Risk of Incident Ischemic Cardiac Events or Death: Findings From the UK Biobank Cohort,Embase - exported 15/01/19,10.1002/jbmr.3375
Osteoporosis epidemiology in UK Biobank: a unique opportunity for international researchers,Embase - exported 15/01/19,10.1007/s00198-013-2508-1
Esophageal and Gastric Cancer Pearl: a nationwide clinical biobanking project in the Netherlands,WoSCC - exported 15/01/19,10.1111/dote.12347
Exploring causality in the association between circulating 25-hydroxyvitamin D and colorectal cancer risk: a large Mendelian randomisation study,PubMed - exported 15/01/19,10.1186/s12916-018-1119-2
Genome-wide analysis yields new loci associating with aortic valve stenosis,WoSCC - exported 15/01/19,10.1038/s41467-018-03252-6
"Loss of function, missense, and intronic variants in NOTCH1 confer different risks for left ventricular outflow tract obstructive heart defects in two European cohorts",Embase - exported 15/01/19,10.1002/gepi.22176
Rare Variant Analysis of Human and Rodent Obesity Genes in Individuals with Severe Childhood Obesity,WoSCC - exported 15/01/19,10.1038/s41598-017-03054-8
Cohort profile of the UK Biobank: diagnosis and characteristics of cerebrovascular disease,PubMed - exported 15/01/19,10.1136/bmjopen-2015-009161
Molecular genetic aetiology of general cognitive function is enriched in evolutionarily conserved regions,Embase - exported 15/01/19,10.1038/tp.2016.246
Molecular Genetic Contributions to Social Deprivation and Household Income in UK Biobank,Embase - exported 15/01/19,10.1016/j.cub.2016.09.035
Cardiometabolic polygenic risk scores and osteoarthritis outcomes: a Mendelian randomization study from the Malm Diet and Cancer Study and the UK Biobank,PubMed - exported 15/01/19,10.1002/art.40812
The privacy-reciprocity connection in biobanking: comparing German with UK strategies,Embase - exported 15/01/19,10.1159/000336671
Cis-eQTL-based trans-ethnic meta-analysis reveals novel genes associated with breast cancer risk,WoSCC - exported 15/01/19,10.1371/journal.pgen.1006690
A Large Multiethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci,Embase - exported 15/01/19,10.1534/genetics.118.301479
Genome-wide association analyses using electronic health records identify new loci influencing blood pressure variation,Embase - exported 15/01/19,10.1038/ng.3715
A Large Genome-Wide Association Study of Age-Related Hearing Impairment Using Electronic Health Records,WoSCC - exported 15/01/19,10.1371/journal.pgen.1006371
Elucidating the genetic architecture of reproductive ageing in the Japanese population,WoSCC - exported 15/01/19,10.1038/s41467-018-04398-z
Leveraging molecular quantitative trait loci to understand the genetic architecture of diseases and complex traits,WoSCC - exported 15/01/19,10.1038/s41588-018-0148-2
"Haplotype-based association analysis of general cognitive ability in Generation Scotland, the English Longitudinal Study of Ageing, and UK Biobank",PubMed - exported 15/01/19,10.12688/wellcomeopenres.12171.1
Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways,PubMed - exported 15/01/19,10.1038/s41467-018-03819-3
Genome-wide haplotype-based association analysis of major depressive disorder in Generation Scotland and UK Biobank,PubMed - exported 15/01/19,10.1038/s41398-017-0010-9
Retrieving Images Using Saliency Detection and Graph Matching,WoSCC - exported 15/01/19,10.1109/ICIP.2014.7025624
Genomics of body fat percentage may contribute to sex bias in anorexia nervosa,Embase - exported 15/01/19,10.1002/ajmg.b.32709
Comorbidities and medications of patients with chronic hepatitis C under specialist care in the UK,Embase - exported 15/01/19,10.1002/jmv.24848
"Promising waste: biobanking, embryo research, and infrastructures of ethical efficiency",WoSCC - exported 15/01/19,10.1007/s40592-015-0051-x
Validation of a standardized MRI method for liver fat and T2* quantification,PubMed - exported 15/01/19,10.1371/journal.pone.0204175
Mediation analysis to understand genetic relationships between habitual coffee intake and gout,PubMed - exported 15/01/19,10.1186/s13075-018-1629-5
UK Biobank: Consequences for commons and innovation,WoSCC - exported 15/01/19,10.1093/scipol/scs036
The impact of confounding on the associations of different adiposity measures with the incidence of cardiovascular disease: a cohort study of 296 535 adults of white European descent,PubMed - exported 15/01/19,10.1093/eurheartj/ehy057
"Genomic Risk Prediction of Coronary Artery Disease in 480,000 Adults: Implications for Primary Prevention",Embase - exported 15/01/19,10.1016/j.jacc.2018.07.079
"Exome-wide analysis of rare coding variation identifies novel associations with COPD and airflow limitation in MOCS3, IFIT3 and SERPINA12",Embase - exported 15/01/19,10.1136/thoraxjnl-2015-207876
Multimorbidity and co-morbidity in atrial fibrillation and effects on survival: findings from UK Biobank cohort,Embase - exported 15/01/19,10.1093/europace/eux322
"Adiposity-Mortality Relationships in Type 2 Diabetes, Coronary Heart Disease, and Cancer Subgroups in the UK Biobank, and Their Modification by Smoking",Embase - exported 15/01/19,10.2337/dc17-2508
"Genome-Wide and Abdominal MRI Data Provide Evidence That a Genetically Determined Favorable Adiposity Phenotype Is Characterized by Lower Ectopic Liver Fat and Lower Risk of Type 2 Diabetes, Heart Disease, and Hypertension",Embase - exported 15/01/19,10.2337/db18-0708
Relationships between estimated autozygosity and complex traits in the UK Biobank,WoSCC - exported 15/01/19,10.1371/journal.pgen.1007556
"Genome-Wide Association Analyses in 128,266 Individuals Identifies New Morningness and Sleep Duration Loci",PubMed - exported 15/01/19,10.1371/journal.pgen.1006125
Genetic variation in the SIM1 locus is associated with erectile dysfunction,Embase - exported 15/01/19,10.1073/pnas.1809872115
Variants near CHRNA3/5 and APOE have age- and sex-related effects on human lifespan,PubMed - exported 15/01/19,10.1038/ncomms11174
Genome-wide meta-analysis associates HLA-DQA1/DRB1 and LPA and lifestyle factors with human longevity,WoSCC - exported 15/01/19,10.1038/s41467-017-00934-5
Genetic basis of chronotype in humans: Insights from three landmark gwas,Embase - exported 15/01/19,http://dx.doi.org/10.1093/sleep/zsw048
Multi-Bin Search: Improved Large-Scale Content-Based Image Retrieval,WoSCC - exported 15/01/19,10.1109/ICIP.2013.6738535
Optical Coherence Tomography in the UK Biobank Study - Rapid Automated Analysis of Retinal Thickness for Large Population-Based Studies,PubMed - exported 15/01/19,10.1371/journal.pone.0164095
The Effect of Functional Hearing and Hearing Aid Usage on Verbal Reasoning in a Large Community-Dwelling Population,Embase - exported 15/01/19,10.1097/AUD.0000000000000196
On the relationship between functional hearing and depression,Embase - exported 15/01/19,10.3109/14992027.2015.1046503
The Influence of Social Interaction and Physical Health on the Association Between Hearing and Depression With Age and Gender,Embase - exported 15/01/19,10.1177/2331216517706395
Efficient Coalescent Simulation and Genealogical Analysis for Large Sample Sizes,WoSCC - exported 15/01/19,10.1371/journal.pcbi.1004842
Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis,Embase - exported 15/01/19,10.1038/ng.3949
"Cognitive Performance Among Carriers of Pathogenic Copy Number Variants: Analysis of 152,000 UK Biobank Subjects",Embase - exported 15/01/19,10.1016/j.biopsych.2016.08.014
"Subspecialization within default mode nodes characterized in 10,000 UK Biobank participants",Embase - exported 15/01/19,10.1073/pnas.1804876115
A common glaucoma-risk variant of SIX6 alters retinal nerve fiber layer and optic disc measures in a European population: The EPIC-norfolk eye study,Embase - exported 15/01/19,http://dx.doi.org/10.1097/IJG.0000000000001026
Genome-wide analyses identify 68 new loci associated with intraocular pressure and improve risk prediction for primary open-angle glaucoma,Embase - exported 15/01/19,10.1038/s41588-018-0126-8
Frequency of Cardiac Rhythm Abnormalities in a Half Million Adults,WoSCC - exported 15/01/19,10.1161/CIRCEP.118.006273
Leveraging Polygenic Functional Enrichment to Improve GWAS Power,Embase - exported 15/01/19,10.1016/j.ajhg.2018.11.008
"The neural determinants of age-related changes in fluid intelligence: a pre-registered, longitudinal analysis in UK Biobank",PubMed - exported 15/01/19,10.12688/wellcomeopenres.14241.2
Will Big Data Close the Missing Heritability Gap?,Embase - exported 15/01/19,10.1534/genetics.117.300271
"Identification of 613 new loci associated with heel bone mineral density and a polygenic risk score for bone mineral density, osteoporosis and fracture",PubMed - exported 15/01/19,10.1371/journal.pone.0200785
Adiposity and grip strength as long-term predictors of objectively measured physical activity in 93 015 adults: the UK Biobank study,Embase - exported 15/01/19,10.1038/ijo.2017.122
"Independent and joint associations of grip strength and adiposity with all-cause and cardiovascular disease mortality in 403,199 adults: the UK Biobank study",Embase - exported 15/01/19,10.3945/ajcn.117.156851
"The combination of cardiorespiratory fitness and muscle strength, and mortality risk",Embase - exported 15/01/19,10.1007/s10654-018-0384-x
Genetic Analysis of Venous Thromboembolism in UK Biobank Identifies the ZFPM2 Locus and Implicates Obesity as a Causal Risk Factor,PubMed - exported 15/01/19,10.1161/CIRCGENETICS.116.001643
Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease,Embase - exported 15/01/19,10.1038/ng.3914
"Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE",Embase - exported 15/01/19,10.1038/s41366-018-0120-3
Changes in the mode of travel to work and the severity of depressive symptoms: a longitudinal analysis of UK Biobank,Embase - exported 15/01/19,10.1016/j.ypmed.2018.03.018
"Associations between chronotype, morbidity and mortality in the UK Biobank cohort",PsycINFO - exported 15/01/19,10.1080/07420528.2018.1454458
Associations with Retinal Pigment Epithelium Thickness Measures in a Large Cohort: Results from the UK Biobank,Embase - exported 15/01/19,10.1016/j.ophtha.2016.07.033
Association of Retinal Nerve Fiber Layer Thinning With Current and Future Cognitive Decline: A Study Using Optical Coherence Tomography,Embase - exported 15/01/19,10.1001/jamaneurol.2018.1578
Effects of copper and zinc on ischemic heart disease and myocardial infarction: a Mendelian randomization study,Embase - exported 15/01/19,10.1093/ajcn/nqy129
New Blood Pressure-Associated Loci Identified in Meta-Analyses of 475 000 Individuals,PubMed - exported 15/01/19,10.1161/CIRCGENETICS.117.001778
"Mass balance of nitrogen and potassium in urban groundwater in Central Africa, Yaounde/Cameroon",PubMed - exported 15/01/19,10.1016/j.scitotenv.2015.12.090
Metric learning with spectral graph convolutions on brain connectivity networks,Embase - exported 15/01/19,10.1016/j.neuroimage.2017.12.052
From paediatrics to geriatrics: a life course perspective on the MRC National Survey of Health and Development,WoSCC - exported 15/01/19,10.1007/s10654-016-0214-y
Information on Genetic Variants Does Not Increase Identification of Individuals at Risk of Esophageal Adenocarcinoma Compared to Clinical Risk Factors,Embase - exported 15/01/19,10.1053/j.gastro.2018.09.038
"Physical activity, sedentary behaviour and risk of oesophago-gastric cancer: A prospective cohort study within UK Biobank",Embase - exported 15/01/19,10.1177/2050640618783558
Model for Identifying Individuals at Risk for Esophageal Adenocarcinoma,Embase - exported 15/01/19,10.1016/j.cgh.2018.03.014
Sleep and cognitive performance: cross-sectional associations in the UK Biobank,Embase - exported 15/01/19,10.1016/j.sleep.2017.07.001
Adult height and risk of 50 diseases: a combined epidemiological and genetic analysis,PubMed - exported 15/01/19,10.1186/s12916-018-1175-7
Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets,WoSCC - exported 15/01/19,10.1016/j.celrep.2017.11.028
Genome-wide association analyses of sleep disturbance traits identify new loci and highlight shared genetics with neuropsychiatric and metabolic traits,Embase - exported 15/01/19,10.1038/ng.3749
"Genome-wide association analysis identifies novel loci for chronotype in 100,420 individuals from the UK Biobank",Embase - exported 15/01/19,10.1038/ncomms10889
Circulating Serum 25-Hydroxyvitamin D Levels and Bone Mineral Density: Mendelian Randomization Study,Embase - exported 15/01/19,10.1002/jbmr.3389
"eQTL of KCNK2 regionally influences the brain sulcal widening: evidence from 15,597 UK Biobank participants with neuroimaging data",Embase - exported 15/01/19,10.1007/s00429-018-1808-9
Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals,WoSCC - exported 15/01/19,10.1038/s41588-018-0147-3
Association between muscle strength and type 2 diabetes mellitus in adults in Korea: Data from the Korea national health and nutrition examination survey (KNHANES) VI,WoSCC - exported 15/01/19,10.1097/MD.0000000000010984
Genotype-environment interaction on human cognitive function conditioned on the status of breastfeeding and maternal smoking around birth,WoSCC - exported 15/01/19,10.1038/s41598-017-06214-y
Effects of noise level and cognitive function on speech perception in normal elderly and elderly with amnestic mild cognitive impairment,PsycINFO - exported 15/01/19,http://dx.doi.org/10.1097/WNN.0000000000000092
Accurate Genomic Prediction of Human Height,Embase - exported 15/01/19,10.1534/genetics.118.301267
pVLAD: A Discriminative Image Descriptor for Image Retrieval,WoSCC - exported 15/01/19,10.1109/WCICA.2014.7052693
An Efficient Approach to Web Near-Duplicate Image Detection,WoSCC - exported 15/01/19,10.1109/ACPR.2013.101
MR-PheWAS: exploring the causal effect of SUA level on multiple disease outcomes by using genetic instruments in UK Biobank,Embase - exported 15/01/19,10.1136/annrheumdis-2017-212534
Bioimpedance and New-Onset Heart Failure: A Longitudinal Study of >500 000 Individuals From the General Population,PubMed - exported 15/01/19,10.1161/JAHA.118.008970
Body Composition Profiling in the UK Biobank Imaging Study,Embase - exported 15/01/19,10.1002/oby.22210
UK Biobank: opportunities for cardiovascular research,PubMed - exported 15/01/19,10.1093/eurheartj/ehx254
Lifestyle factors and prostate-specific antigen (PSA) testing in UK Biobank: Implications for epidemiological research,Embase - exported 15/01/19,10.1016/j.canep.2016.09.010
Measurement of myocardial native T1 in cardiovascular diseases and norm in 1291 subjects,PubMed - exported 15/01/19,10.1186/s12968-017-0386-y
Causal Impact of Type 2 Diabetes Mellitus on Cerebral Small Vessel Disease: A Mendelian Randomization Analysis,PubMed - exported 15/01/19,10.1161/STROKEAHA.117.020536
Case-control association mapping by proxy using family history of disease,Embase - exported 15/01/19,10.1038/ng.3766
"Quality Control of Serum and Plasma by Quantification of (4E,14Z)-Sphingadienine-C18-1-Phosphate Uncovers Common Preanalytical Errors During Handling of Whole Blood",WoSCC - exported 15/01/19,10.1373/clinchem.2017.277905
DeepIndex for Accurate and Efficient Image Retrieval,WoSCC - exported 15/01/19,10.1145/2671188.2749300
Transformation of Summary Statistics from Linear Mixed Model Association on All-or-None Traits to Odds Ratio,Embase - exported 15/01/19,10.1534/genetics.117.300360
Association of Coffee Drinking With Mortality by Genetic Variation in Caffeine Metabolism: Findings From the UK Biobank,Embase - exported 15/01/19,10.1001/jamainternmed.2018.2425
Predictors of mosaic chromosome Y loss and associations with mortality in the UK Biobank,PubMed - exported 15/01/19,10.1038/s41598-018-30759-1
Mosaic Y Loss Is Moderately Associated with Solid Tumor Risk,,
Reference-based phasing using the Haplotype Reference Consortium panel,Embase - exported 15/01/19,10.1038/ng.3679
"Insights into clonal haematopoiesis from 8,342 mosaic chromosomal alterations",Embase - exported 15/01/19,10.1038/s41586-018-0321-x
Fast and accurate long-range phasing in a UK Biobank cohort,Embase - exported 15/01/19,10.1038/ng.3571
Biobanking: the basis for molecular research in uro-oncology,WoSCC - exported 15/01/19,
Development of a Cancer Risk Prediction Tool for Use in the UK Primary Care and Community Settings,Embase - exported 15/01/19,10.1158/1940-6207.CAPR-16-0288
Association of Genetically Enhanced Lipoprotein Lipase-Mediated Lipolysis and Low-Density Lipoprotein Cholesterol-Lowering Alleles With Risk of Coronary Disease and Type 2 Diabetes,WoSCC - exported 15/01/19,10.1001/jamacardio.2018.2866
"Association of Genetic Variants Related to Gluteofemoral vs Abdominal Fat Distribution With Type 2 Diabetes, Coronary Disease, and Cardiovascular Risk Factors",Embase - exported 15/01/19,10.1001/jama.2018.19329
Single Nucleotide Polymorphisms Associated with Reading Ability Show Connection to Socio-Economic Outcomes,Embase - exported 15/01/19,10.1007/s10519-017-9859-x
"Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism",Embase - exported 15/01/19,10.1038/s41588-017-0013-8
Vitamin D and Inflammatory Bowel Disease: Mendelian Randomization Analyses in the Copenhagen Studies and UK Biobank,Embase - exported 15/01/19,10.1210/jc.2018-00250
Exploring the genetic architecture of inflammatory bowel disease by whole-genome sequencing identifies association at ADCY7,WoSCC - exported 15/01/19,10.1038/ng.3761
Association of Body Mass Index With Cardiometabolic Disease in the UK Biobank: A Mendelian Randomization Study,Embase - exported 15/01/19,10.1001/jamacardio.2016.5804
Associations between single and multiple cardiometabolic diseases and cognitive abilities in 474 129 UK Biobank participants,Embase - exported 15/01/19,10.1093/eurheartj/ehw528
"Cognitive Test Scores in UK Biobank: Data Reduction in 480,416 Participants and Longitudinal Stability in 20,346 Participants",PubMed - exported 15/01/19,10.1371/journal.pone.0154222
Low birth weight and features of neuroticism and mood disorder in 83 545 participants of the UK Biobank cohort,NLM,
"Alzheimer disease genetic risk factor APOE e4 and cognitive abilities in 111,739 UK Biobank participants",Embase - exported 15/01/19,10.1093/ageing/afw068
Seasonality of depressive symptoms in women but not in men: A cross-sectional study in the UK Biobank cohort,Embase - exported 15/01/19,10.1016/j.jad.2017.12.106
"Association of disrupted circadian rhythmicity with mood disorders, subjective wellbeing, and cognitive function: a cross-sectional study of 91 105 participants from the UK Biobank",Embase - exported 15/01/19,10.1016/S2215-0366(18)30139-1
"Integrating genome-wide association study, chromosomal enhancer maps and element-gene interaction networks detected brain regions related associations between elements and ADHD/IQ",Embase - exported 15/01/19,10.1016/j.bbr.2018.07.008
"CNV-association meta-analysis in 191,161 European adults reveals new loci associated with anthropometric traits",WoSCC - exported 15/01/19,10.1038/s41467-017-00556-x
Can large surveys conducted on highly selected populations provide valid information on the epidemiology of common health conditions? An analysis of UK Biobank data on musculoskeletal pain,Embase - exported 15/01/19,10.1177/2049463715569806
Persons with chronic widespread pain experience excess mortality: longitudinal results from UK Biobank and meta-analysis,Embase - exported 15/01/19,10.1136/annrheumdis-2017-211476
Self-Reported Facial Pain in UK Biobank Study: Prevalence and Associated Factors,PubMed - exported 15/01/19,10.5037/jomr.2014.5302
Suitability of UK Biobank Retinal Images for Automatic Analysis of Morphometric Properties of the Vasculature,PubMed - exported 15/01/19,10.1371/journal.pone.0127914
Genome-wide association study of intraocular pressure uncovers new pathways to glaucoma,Embase - exported 15/01/19,10.1038/s41588-018-0176-y
"The association between driving time and unhealthy lifestyles: a cross-sectional, general population study of 386 493 UK Biobank participants",PubMed - exported 15/01/19,10.1093/pubmed/fdy155
Independent and combined associations of maternal and own smoking with adult lung function and COPD,Embase - exported 15/01/19,10.1093/ije/dyy221
Number of Offspring and Cardiovascular Disease Risk in Men and Women: The Role of Shared Lifestyle Characteristics,Embase - exported 15/01/19,10.1097/EDE.0000000000000712
Genome-wide association analyses identify 39 new susceptibility loci for diverticular disease,Embase - exported 15/01/19,10.1038/s41588-018-0203-z
Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps,WoSCC - exported 15/01/19,10.1038/s41588-018-0241-6
Improving genetic prediction by leveraging genetic correlations among human diseases and traits,Embase - exported 15/01/19,10.1038/s41467-017-02769-6
Genome-wide meta-analysis identifies 3 novel loci associated with stroke,Embase - exported 15/01/19,10.1002/ana.25369
Ethnic differences in sleep duration and morning-evening type in a population sample,Embase - exported 15/01/19,10.3109/07420528.2015.1107729
Differences in morning-evening type and sleep duration between Black and White adults: Results from a propensity-matched UK Biobank sample,Embase - exported 15/01/19,10.1080/07420528.2017.1317639
Activity recognition using a single accelerometer placed at the wrist or ankle,Embase - exported 15/01/19,10.1249/MSS.0b013e31829736d6
New models for large prospective studies: is there a better way?,Embase - exported 15/01/19,10.1093/aje/kwr453
"Vitamin D levels and susceptibility to asthma, elevated immunoglobulin E levels, and atopic dermatitis: A Mendelian randomization study",Embase - exported 15/01/19,10.1371/journal.pmed.1002294
Genetic Stratification to Identify Risk Groups for Alzheimer's Disease,WoSCC - exported 15/01/19,10.3233/JAD-161070
GWAS on family history of Alzheimer's disease,PubMed - exported 15/01/19,10.1038/s41398-018-0150-6
Genetic variants linked to education predict longevity,Embase - exported 15/01/19,10.1073/pnas.1605334113
Multiethnic polygenic risk scores improve risk prediction in diverse populations,Embase - exported 15/01/19,10.1002/gepi.22083
